smiles,singlet-triplet value,oscillator strength,multi-objective value,time (s),abs_diff_vee
O=C1OC2=C3C(C=CC3=NN=C2)=C1,0.1838935917078377,7.267111558220303e-06,-0.8094897417149501,10.294430017471312,0.993390600534346
OC1=CC2=C(O1)N(C=C2)C(=C)C=O,0.268436525541825,0.0237534952393882,-0.9785644715636248,10.104703426361084,1.2707544923448382
OC1=CC2=C(NC=C2)N1C(=C)C=O,0.133773295706117,0.0035136470887216,-0.8784389542641833,10.796252965927124,1.015725897059022
OC1=CC2=C(NC=C2)N1C(=O)C=O,0.1734372905611105,0.0004812847462738,-2.585114714574887,9.455325603485107,2.759033289882272
OC1=C(O)N2NC(OC=C)=CC2=C1,0.1361550748658628,0.0003220333999707,-0.2632989394680216,10.892004251480104,0.3997760477338551
OC(=O)N1C(O)=CC2=C1NC(O)=C2,0.0730475798844745,5.824336557777064e-06,-0.5370319906974902,9.987138509750366,0.6100853949185225
OC1=CC2=C(N1)NC1=CC=C(O)N21,0.1102938198694483,2.320306181098336e-06,-1.2532113972163754,9.194303512573242,1.363507537392005
OC1=CC2=C(N1)NC1=C(O)NC=C21,0.1424004213577183,1.556895382287977e-05,-0.7421054446513577,8.669936418533325,0.884521434962899
O=C1OC2=C3C(C=NC3=NN=C2)=C1,0.1657360291287473,3.5703502573832845e-05,-1.238581697242988,9.91614055633545,1.404353429874309
OC1=CC2=C(N1)NC1=C2OC=C1O,0.0828343379783929,0.0001187359278941,-1.1460211252515444,8.900367259979248,1.2289741991578311
OC1=CC2=C(N1)NC1=C2NC(=O)N1,0.115572217411918,2.9903754904998765e-06,-1.832896914535548,9.877376794815063,1.9484721223229569
OC1=CC2=C(N1)NC1=C2C(O)=CN1,0.1576135417602238,5.9000286353476025e-08,-1.8626660748072887,10.855147361755373,2.020279675567799
OC1=CC2=C(N1)NC1=C2C=C(O)N1,0.1628113921274323,2.3709315968594163e-11,-1.8476846775059683,10.704454183578491,2.01049606965711
OC1=CC2=C(N1)NC1=C2NC(=O)N1,0.1155557062052086,2.9975896022235643e-06,-1.832972497801344,9.8461754322052,1.948531201596155
OC1=CC2=C(N1)NC1=C2NC(=O)N1,0.1155470211335139,2.999554643350893e-06,-1.8329999547595184,9.917769432067873,1.948549975447676
OC1=CC2=C(N1)NC1=C2OC(=O)N1,0.0997513799010816,7.407239003995328e-07,-1.3419751595566072,9.79271388053894,1.4417272801815892
OC1=CC2=C(N1)OC1=CC=C(O)N21,0.1334065209028381,7.253863481191602e-07,-1.668770252647643,8.838931560516357,1.802177498936829
OC1=C(O)N2N3C=CC=C3NC2=C1,0.1586732301166882,0.0001431327056733,-0.9829963596620448,11.413833141326904,1.1418127224844064
OC1=CC2=C(N1)N1C(O)=CC=C1N2,0.0684066221967052,2.681381849714694e-06,-0.1548375071833316,9.055826187133787,0.2232468107618865
OC1=C(O)N2N3C=CNC3=NC2=C1,0.1386814026868656,0.0003559028284572,-0.215565499120414,10.003233194351196,0.3546028046357368
OC1=CC2=C(N1)N1C(O)=CNC1=N2,0.0606680810130191,3.1448121658897478e-09,-0.7200222242980912,11.0065438747406,0.7806903084559225
OC1=CN2N3C(O)=CNC3=NC2=C1,0.1343002983736481,2.7577382227277743e-05,-0.8578547899263355,11.312221050262451,0.9921826656822108
OC1=CC2=C(N1)N1C(O)=COC1=N2,0.0372349661328015,4.372100119498254e-07,-0.6178651155103008,8.28399109840393,0.6551005188531143
OC1=CC2=C(N1)C=CN2C(=C)C=O,0.1449737725499855,0.012464454511867,-1.008022806173041,11.335600137710571,1.1654610332348936
OC1=CC2=C(N1)C=CN2C(=O)C=O,0.2010524276306184,0.0106261419774648,-1.892605310753256,11.67200255393982,2.104283880361339
OC1=CC2=C(O1)C=CN2C(=C)C=O,0.1641156611808294,0.0139620520857488,-0.8929133847808894,11.777050733566284,1.0709910980474675
OC1=CC2=C(O1)C=CN2C(=O)C=O,0.1816268555504991,0.0064697628651774,-1.865558870577936,11.95202660560608,2.0536554889936123
OC1=CC2=C(N1)N=CN2C(=C)C=O,0.1301140117249182,0.0035617068819527,-0.9504872784663588,9.957881927490234,1.0841629970732296
OC1=CC2=C(N1)N(C=N2)C(=C)C=C,0.28807335105131,0.0303849005285157,-0.4762794577761783,11.111708402633669,0.794737709356004
OC1=CC2=C(N1)N(C=N2)C(=C)C=O,0.3459563877506535,0.0596932432343506,-1.0467483846849377,9.962400674819946,1.452398015669942
OC1=CC2=C(O1)N(C=N2)C(=C)C=O,0.2709578197987423,0.0312878471170053,-0.9848600812672804,9.911771774291992,1.287105748183028
OC1=C(O)N2NC(OC=C)=NC2=C1,0.1551305484429743,0.0003762447415577,-0.4170760966461554,10.416842937469482,0.5725828898306874
OC(=O)N1C(O)=CN2C=C(O)C=C12,0.0734620719356082,7.912500828820332e-06,-0.2226862219013225,10.023784160614014,0.2961562063377595
OC1=C(O)N2C(NC3=C2NC=C3)=C1,0.1105194726591656,1.9188552244083545e-05,-0.3578862491068961,8.876206636428833,0.4684249103183058
OC1=C(O)N2C(NC3=C2OC=C3)=C1,0.1815487409858232,0.0002412811138883,-0.5367872264378069,9.90428876876831,0.7185772485375184
OC1=CC2=C(N1)N1C=C(O)C=C1N2,0.0847554598404283,2.5679479443864007e-05,-1.0846299444179155,9.33240008354187,1.1694110837377876
OC1=CC2=C(N1)C1=C(NC=C1O)N2,0.0522231828516464,0.0001247392484864,-1.3782161916847424,9.824568271636965,1.4305641137848752
OC1=CC2=C(N1)C1=C(N2)OC=C1O,0.0613588895444507,4.704873915223575e-06,-1.0953117960482663,10.057992219924929,1.1566753904666325
NC1=CC=C2N1SC1=C2C(O)=CS1,0.1703366236664143,0.0001929698182471,-0.9280500354250756,21.30186915397644,1.098579628909737
NC1=CC=C2N1OC1=NSC(O)=C21,0.1049537828840305,8.827443688204542e-05,-0.5782166840280806,10.68309736251831,0.6832587413489931
NC1=CC=C2N1N=C1SNC(O)=C21,0.0838967107170307,8.486785908120196e-06,-1.5025863019830612,10.912320375442505,1.586491499486
NC1=CC=C2N1C1=C(N)SC(O)=C21,0.1424204472108141,0.0001476410758089,-0.2162936284160453,11.484139204025269,0.3588617167026683
NC1=CC=C2N1C1=C(O)SC(O)=C21,0.1293710119560933,5.356434452597588e-05,-0.4970799557210507,11.52729034423828,0.6265045320216699
NC1=CC=C2N1SC1=C2NC(=O)N1,0.1602915046651538,0.0002352209511483,-1.4063676298215702,12.140011310577393,1.5668943554378725
NC1=CC=C2N1SC1=C2NC=C1O,0.1653840465282896,4.48766238490573e-05,-0.8602711803715954,11.341715097427368,1.025700103523734
NC1=CC=C2N1SC1=C2NC(O)=C1,0.1315051278423045,3.107374491401123e-05,-1.1233141954902028,11.961955547332764,1.2548503970774214
NC1=CC=C2N1SC1=C2NC(=O)N1,0.1602056886573504,0.000234577606369,-1.4070002756451645,12.354796171188354,1.567440541908884
NC1=CC=C2N1SC1=C2NC(=O)N1,0.1601989170170772,0.0002345088147827,-1.4069398755588918,12.397363901138306,1.5673733013907516
NC1=CC=C2N1SC1=C2OC=C1O,0.1698666100841181,5.351467957482283e-05,-0.9182879660135196,11.672470331192017,1.0882080907772125
NC1=CC=C2N1SC1=C2OC=CO1,0.1692462562380956,0.0002729233377831,-1.2274731823081575,11.34328031539917,1.3969923618840363
NC1=CC=C2N1SC1=C2OC(O)=C1,0.1348395795901633,3.7005228449480486e-05,-1.1672674031818917,11.596662282943726,1.3021439880005046
NC1=CC=C2N1SC1=C2OC(=O)N1,0.1503278388974986,3.0369072584187897e-05,-1.513243862679348,11.84671139717102,1.663602070649431
NC1=CC=C2N1SC1=C2OC(=O)N1,0.1503274191864692,3.0365452278317067e-05,-1.5132457281743092,11.999297142028809,1.6636035128130569
NC1=CC=C2N1SC1=C2OC(=O)O1,0.1778557303850738,6.24937539774203e-05,-1.2793006432990528,10.773270606994627,1.457218867438104
NC1=CC=C2N1SC1=C2ON=CN1,0.164431754982907,0.0002049788915192,-1.648028653706523,11.611156940460203,1.8126653875809493
NC1=CC=C2N1SC1=C2SC=C1O,0.1580544879983181,3.942873193749732e-05,-0.9053571535821888,13.130642414093018,1.0634510703124442
NC1=CC=C2N1SC1=C2SC(O)=C1,0.1251450228851238,2.872845575081151e-05,-1.2096222884287395,11.85598373413086,1.334796039769614
NC1=CC=C2N1SC1=C2SC(=O)N1,0.1425740446071235,0.0002131322574785,-1.4023318523684558,13.76205277442932,1.545119029233058
NC1=CC=C2N1SC1=C2SC(=O)N1,0.1425739864753581,0.0002131336781501,-1.4023326628733257,13.904368162155151,1.545119783026834
NC1=CC=C2N1SC1=C2SC(=O)O1,0.1678428030950813,0.0001965672168771,-1.1707301170854827,12.71654176712036,1.3387694873974412
NC1=CC=C2N1NC1=C2SC(=O)S1,0.0978677464642929,8.283551709274291e-05,-0.6909267302374777,11.472517728805542,0.7888773122188634
NC1=CC=C2N1OC1=C2SC(=O)S1,0.0958345505070039,9.69080012327976e-06,-0.5812940466606569,11.271591663360596,0.6771382879677841
NC1=CC=C2N1SC1=C2SN=C1N,0.165472147864873,2.591098352968692e-05,-1.084723698523702,11.412269353866575,1.2502217573721048
NC1=CC(=C(O)S1)C1=CC=C(O)N1,0.1608376575613772,8.988239288018842e-05,-0.7775062717257083,11.569944143295288,0.9384338116799656
NC1=CC(=C(O)S1)C1=CC(O)=CN1,0.1669150466500273,9.902123424979176e-05,-0.693302281880835,11.32380437850952,0.8603163497651121
NC1=CC=C2N1SC(O)=C2C(O)=O,0.100912539171736,0.0003351827775343,-1.6837235642768404,11.384774208068848,1.784971286226111
NC1=CC(C2=CN=C(N)N2)=C(O)S1,0.1628319332519319,0.0001012963652054,-0.7899474112425919,11.459804058074951,0.9528806408597292
NC1=CC(C2=CN=C(N)O2)=C(O)S1,0.1766570404320684,0.0001428434462103,-0.674343877780849,11.758220434188845,0.8511437616591278
NC1=CC=C2N1SC(O)=C2NC=O,0.1505084590864984,0.0003125219121052,-1.7356270485615009,12.353577136993408,1.8864480295601045
NC1=CC=C2N1SC(O)=C2OC=C,0.1463227677482557,0.0005613447317502,-1.1186531375971505,12.675226211547852,1.2655372500771565
NC1=CC=C2N1SC(NC=O)=C2O,0.1687231602403422,0.0001712750578974,-1.13212729309002,13.32023286819458,1.3010217283882597
NC1=CC=C2N1SC(OC=C)=C2O,0.1632820459335027,0.0003091215733581,-1.2210241014495853,12.824848413467407,1.3846152689564462
NC1=CC=C2N1SC(O)=C2OC=O,0.1342175857412448,0.0004653744955863,-1.5838617949776046,12.815967082977297,1.7185447552144355
NC1=CC=C2N3SC(O)=CC3=NN12,0.0972944645849467,0.0003680040781284,-1.7010582273042358,10.757084846496582,1.798720695967311
NC1=CC=C2N3C=C(O)SC3=NN12,0.1152357319657482,2.675492158196808e-05,-0.3171628155062851,11.4881694316864,0.4324253023936153
NC1=CC=C2N3C=CSC3=C(N)N12,0.1795511900649815,6.773994037000394e-05,-0.564726555130706,11.585284948349,0.7443454851360575
NC1=CC=C2N3C=CSC3=C(O)N12,0.1405428605312164,4.539578808388014e-05,-0.6581207223746366,11.607629537582396,0.798708978693937
NC1=CC=C2NC3=CSC(O)=C3N12,0.0761451680902864,0.0001058187307822,-0.4900569363880649,11.006555557250977,0.5663079232091335
NC1=CC=C2NC3=NSC=C3ON12,0.5724158960817394,0.0919868163029963,-0.4870881413116288,11.328027963638306,1.1514908536963644
NC1=CC=C2N=C3SC(O)=CN3N12,0.0754196528225534,7.680742837115322e-05,-1.020390210672797,10.743554830551147,1.0958866709237216
NC1=CC=C2N=C3SNC(O)=C3N12,0.1280401978675756,7.75558736351308e-05,-1.725107683685185,12.48085594177246,1.853225437426396
NC1=CC=C2NC3=C(SC(O)=C3)N12,0.106098016589974,0.0010242783217577,-0.8757604149554085,11.54680061340332,0.98288270986714
NC1=CC=C2NC3=C(SC(=O)N3)N12,0.1306332830630165,0.0009859007551763,-0.4597172461894615,12.490140438079834,0.5913364300076543
NC1=CC=C2NC3=C(SC(=O)N3)N12,0.1309467506269968,0.0009869548940187,-0.4568467179801193,12.072997331619264,0.5887804235011347
NC1=CC=C2NC3=C(SC(=O)O3)N12,0.1157088973704025,0.0011503580864512,-0.6610303212795768,10.323463201522827,0.7778895767364306
NC1=CC=C2NC3=C(NC(=O)S3)N12,0.0668179988180508,0.0001324222130739,-0.2885059236059183,12.038063526153564,0.355456344637043
NC1=CC=C2NC3=C(NC(=O)S3)N12,0.0666541275836394,0.0001315216145411,-0.2919060805087866,11.986569881439207,0.358691729706967
NC1=CC=C2NC3=C(OC(=O)S3)N12,0.0380770152010505,0.0001640349693176,-0.4780510648286847,10.527954578399658,0.5162921149990528
NC1=CC=C2NC3=C(SC(=O)S3)N12,0.0714836633907154,0.0013937752767852,-1.1164981948001411,11.153114557266235,1.1893756334676415
NC1=CC=C2OC3=C(SC(O)=C3)N12,0.1021827063753608,0.000785307097179,-0.5998750430096595,11.506136894226074,0.7028430564821994
NC1=CC=C2OC3=CSC=C3NN12,0.3221353654902277,0.0229404789469475,-0.3554486135441103,11.800738096237184,0.7005244579812855
NC1=CC=C2OC3=CSN=C3NN12,0.2994598660385743,0.0191811072149431,-0.4213016989901296,11.99000597000122,0.739942672243647
NC1=CC=C2OC3=CSN=C3ON12,0.2734362982087233,0.0144714859060736,-0.422087147766695,10.328474283218384,0.7099949318814919
NC1=CC=C2OC3=C(SC(=O)N3)N12,0.123299362102176,0.0009517249679242,-0.1661327924143687,11.50562572479248,0.2903838794844688
NC1=CC=C2OC3=C(SC(=O)N3)N12,0.1231799215499602,0.0009535925926192,-0.1668862238677679,11.828824043273926,0.2910197380103473
NC1=CC=C2OC3=NSC=C3NN12,0.3014342322011103,0.0366388675242775,-0.4363240585131024,11.70969033241272,0.7743971582384902
NC1=CC=C2OC3=NSC=C3ON12,0.3150539777735979,0.0353761135193658,-0.3464912750208632,11.341720819473268,0.6969213663138268
NC1=CC=C2OC3=NSC(N)=C3N12,0.1085765816078478,0.000308593264064,-0.1343301280192124,12.272692680358888,0.2432153028911242
NC1=CC=C2OC3=NSC(O)=C3N12,0.052181698723329,6.037250010786953e-05,-0.5998208158681557,10.416931629180908,0.6520628870915925
NC1=CC=C2OC3=C(SC(=O)O3)N12,0.0952131550494561,0.0011617856973617,-0.3796416116067791,11.290365219116213,0.4760165523535969
NC1=CC=C2OC3=C(NN12)N=CS3,0.4611584283125491,0.0908825501625131,-0.4815183400956434,11.15764832496643,1.0335593185707057
NC1=CC=C2OC3=C(NC(=O)S3)N12,0.1765243605054669,0.0001872025847282,-0.4773167747664664,11.58603549003601,0.6540283378566615
NC1=CC=C2OC3=C(NC(=O)S3)N12,0.1788885429773157,0.0001960549829448,-0.4791321291884193,11.220170974731444,0.6582167271486798
NC1=CC=C2OC3=C(OC(=O)S3)N12,0.0439549886634149,7.856760785484603e-05,-0.0767885488201439,11.174283027648926,0.1208221050914136
NC1=CC=C2OC3=C(SC(=O)S3)N12,0.0632038814753666,0.001401746973904,-0.7625199163763416,10.869068384170532,0.8271255448256123
NC1=CC=C2OC3=C(NN12)C=NS3,0.6147927046286883,0.1434304934814496,-0.5450221126161223,11.92894721031189,1.3032453107262605
NC1=CC=C2SC3=C(SC(O)=C3)N12,0.1107525972292533,0.0011037245236344,-0.7212204852256199,12.613911390304564,0.8330768069785076
NC1=CC=C2SC3=C(SC(=O)N3)N12,0.1614627669203048,0.0009836121659184,-0.3987603272698968,12.22959303855896,0.5612067063561199
NC1=CC=C2SC3=C(SC(=O)N3)N12,0.1614135306811901,0.0009839919398911,-0.3989478756121337,12.25445318222046,0.5613453982332148
NC1=CC=C2SC3=C(SC(=O)O3)N12,0.1254463416085673,0.0013745400472871,-0.5727862180565944,13.379818439483644,0.6996070997124487
NC1=CC=C2SC=C(N12)C(=C)C=C,0.248202722075558,0.0287784135607475,-0.9106047430170656,14.934593439102173,1.187585878653371
NC1=CC=C2SC(=CN12)C(=C)C=O,0.1823104822202363,0.0115452008523594,-1.4392203328910615,12.44567060470581,1.6330760159636573
NC1=CC=C2SC(O)=C(N12)C(O)=O,0.2719709938873242,0.0268991457817882,-1.4071582883376663,11.251058578491213,1.7060284280067788
NC1=CC=C2SC(O)=C(OC=O)N12,0.2216301209889639,0.0288724245912141,-0.8820314073298736,12.86233639717102,1.1325339529100518
