smiles,activation_energy,reaction_energy
CCC=C(Cl)C1C2C=CC1C13CC21C1CCC3C1,81.19763833165845,-0.1262607745516258
NCC1C2C=CC1C13CC21C1CCC3C1,84.17725700613639,0.1707620456359128
FC=COC=CCC1C2C=CC1C13CC21C1CCC3C1,83.59652599351473,-0.4228896531828862
BrCC1CC2CC1C13CC21C1(CBr)C=CC3C1,83.03008517004686,-1.8401314394515549
CC(I)=CC1CC2OC1C13CC21C1C=CC3C1,83.1301259695473,-2.4162889155403966
ICC=C1C23C4CCC(C4)C12C1C=CC3C1c1ccc[n-]1,82.19200713010254,-0.6221028213988804
CC12CCC(C1)C13C4C=CC(C4)C21C3(Br)c1ccccc1C1C=CC=C1,82.44336311528454,0.0537663739565827
SC12CCC(C1)C13OC21C1C=C(c2ccccc2)C3C1,87.9205126110785,7.785982716266699
C1=CC2OC1C13NC21C1SC3CC1c1ccccc1,83.76074576853571,-7.912563907689273
CC=CC=CCC1C2C=C(C=CC)C1C13CC21C1CCC3C1,88.26501779051652,9.633100512799908
C=CC=CC=CC1C2C=CC1C13CC21C1CCC3C1Cl,80.89789715623122,-0.1439125535482408
C1=CSC(=Cc2ccccc2)C(C2C3CCC2C24OC32C2C=CC4O2)=C1,81.90879104136806,-2.252015206801316
COC12CC(CC1c1ccccc1F)C13CC21C1C=CC3C1,81.20781214715237,-5.863678685985986
C=C(N)C1C2C=CC1C13CC21C1CC(Cl)C3C1,83.37307404235949,-2.308584737134429
FCSC12C=CC(C1)C13CC21C1CC3CC1CI,78.75448706778475,-2.9930816486813248
Fc1ccccc1-c1ccccc1C1CC2CC1C13OC21C1C=CC3O1,80.59730555090768,-9.322352454633757
CC1(C=CN)C23C4C=CC(C4)C12C1CCC3N1,84.64303367972927,2.0373096857566337
C(=CC=C1C=C1)C=CC1C2C=CC1C13CC21C1CCC3C1,85.63735781894964,0.9303328831399492
C=CCC=CC=CCOCC1C2C=CC1C13CC21C1CCC3C1,82.54246531047816,-0.6979392985193013
C=CC=CCC1CC2CC1C13CC21C1C=CC3N1,78.84261781989747,-4.98209050128203
SC1C2CCC1C13CC21C1C=CC3(Br)C1,84.16312676211321,-1.1391426081328877
Cc1cccc(C2=CC3C(c4ccccc4)C2C24CC32C2CCC4C2)c1,87.63726382255176,8.213577181879796
C1=CCSC(C2CC3CC2C24C5C=CC(C5)C32C4c2ccccc2-c2ccccc2)=C1,78.56191447181932,-8.40842742749227
SC1C2C=CC1C13SC21C1CCC3C1,85.45294929113079,0.5317877575350611
O=CCC1CC2CC1C13OC21C1C=CC3C1,83.47264178762285,-2.7293977169199173
CNC12OC(C=C1O)C13CC21C1CC(CBr)C3C1,91.38197194746,4.806117624077592
CC=C(CC)C12C=CC(C1)C13CC21C1CCC3C1,85.25056681691129,0.7353128980900782
C=CCC1C23C4CCC(C4)C12C1C=CC3C1CC1C=C1S,82.72536855610322,0.8281528658281693
O=CC1CC2CC1(S)C13NC21C1C=CC3C1,81.90767607088695,-6.223197591812412
CC(S)C1C2C=CC1C13C4CCC(C4)C21C3N,83.52470886420969,0.2418510956620825
CN(CCc1ccccc1)CCC1C2C=CC1C13C4CCC(C4)C21C3F,84.69015044980533,1.7214942405819662
C=CC=CC=COC1CC2CC1C13C(=CC=CC=C)C21C1C=CC3C1,83.64100215868527,-4.79961107650765
CSCC=CC=CC=CC=CC1CC2CC1C13CC21C1C=CC3C1,80.46607354059847,-9.291255169689917
FCC1=CC2CC1C13NC21C1CCC3S1,88.23529215215346,1.7958792558318988
BrCC1CC2CC1C13C4C=CC(S4)C21C3I,82.95486863724183,-3.636745583147136
C=CC1C2C=CC1C13C(=O)C21C1CC(CBr)C3C1,81.59206259840347,-1.5553179697231905
NC(F)CC1C2C=CC1C13C4CCC(C4)C21C3Cl,81.53631237970353,2.5464852661771045
ClCC1CC2CC1C13C4CC(C=C4c4ccccc4)C21C3I,84.7331070203192,5.18333697591551
NC12CCC(C1)C13C4C=CC(C4)C21C3F,83.90755286578661,0.6516217836106919
ICC=Cc1ccccc1C=CC=CC=CCCC1C2C=CC1C13CC21C1CCC3C1,85.29817644927127,1.5076573590628233
NC1C2C=C(C=CCI)C1C13CC21C1CCC3C1,83.84930870095094,6.642805033036985
CSC=C1C23C4CCC(C4)C12C1C=CC3C1CI,82.19214924040753,-0.3398381347083539
C1=C(c2ccccc2)C2CC1C13CC21C1CCC3C1c1ccccc1,83.61844386317355,7.3932798265489375
BrC1=C(CCC2C3C=CC2C24CC32C2CCC4C2)S1,85.62256265018428,1.5499937414951048
CC1CC2CC1C13CC21C1C=CC3C1C=CC=CC=CF,83.3625384385591,-2.06430514200638
COCC1C2CCC1C13C(=O)C21C1C=CC3C1,86.01032313290297,-0.9709838761048178
C=CC=CCC12C=CC(C1)C13C4CCC(C4)C21C3CC=CC=CC=Cc1ccccc1,79.30101782898865,-0.0744092759954707
CC1(C=N)C2C=CC1C13CC21C1CCC3C1,83.23807619521533,1.868759279820832
CC=CC1=CC2CC1C13C4CCC(C4O)C21C3N,82.47366461431136,7.982301372519452
NC1=CC2OC1C13C4CC(c5ccccc5)C(C4)C21C3c1ccccc1,80.28394200148507,-1.0146030031101434
NC(I)C=CCC1C2C=CC1C13CC21C1CCC3C1,84.98150728914582,1.390817902225506
CCC1C(I)C2CC1C13CC21C1C=CC3C1,80.54273473207978,-7.074729400196408
CC=CCC1C23C4C=CC(C4)C12C1CC3CC1Cc1ccccc1,79.91052824233337,-4.418088601821281
C=C1C2C=CC1C13SC21C1CCC3C1=CC=CC=CC1C=CC=C1,86.94326785028542,0.0950594680776489
C1=C(c2cccc(-c3ccccc3)c2)C2OC1C13CC21C1CCC3C1,89.14932347927433,4.3904339234675005
O=C1C2CCC1C13C(=CCI)C21C1C=CC3C1CCI,84.64972979378207,-1.9955676223215424
OC12CC(C(CBr)C1S)C13CC21C1C=CC3C1,78.34137936773008,-9.066364102306885
CCC=CC=C1C2CCC1C13NC21C1C=CC3N1,86.8328405287354,-2.691212473554663
C=C1C=CC=C1C1CC=CC=C1C1CC2CC1C13CC21C1C=CC3S1,78.62540339126475,-9.96635179950556
CC1CC2C(=O)C1C13SC21C1C=CC3C1,83.32671240856362,-5.374486105892895
NCc1ccccc1N1C23C4C=CC(C4)C12C1CCC3N1,88.12369935994977,2.599076306919645
CC=CCC(C)=C(C=CC1CC2CC1C13CC21C1C=CC3C1)CCBr,79.7411378826939,-9.323543220232652
O=Cc1ccccc1C1C2CCC1C13CC21C1C=CC3O1,84.02149187379469,-1.524306927378983
N=C1C2C=CC1C13CC21C1CCC3(I)C1,86.48345220334936,1.5956278542436522
CC=CC1C2C=CC1C13CC21C1CC(C)C3O1,84.22104281088717,-0.8286416118156795
OC1=CC2CC1C13CC21C1CC(c2ccccc2CBr)C3C1,82.772849521937,1.0021299211215418
SC1=CC2C(S)C1C13CC21C1CCC3C1,89.21323695898668,7.793870421004528
C=CC1C2CC(C=O)C1C13CC21C1C=CC3C1,80.6811289184805,-6.464127631955078
C=CC=CC=CC1C(CCl)C2CC1C13CC21C1C=CC3C1,75.24049468790902,-10.095523452770813
Nc1ccccc1C1C23C4C=CC(C4)C12C1CC3CC1I,83.28640534931466,-0.5345741432856199
CC=CCC=CC=CC=CC1C(Br)C2CC1C13CC21C1C=CC3C1,79.29792784142987,-10.950695200323851
C=CC=CC=C1C2CCC1C13CC21C1C=CC3C1C=CC=CCl,81.49318153270346,-0.8503087807586143
CSCC1C2C=C(F)C1C13CC21C1CCC3C1,83.46181263628576,-0.1216669341764638
Brc1ccccc1C1C2C(Br)CC1C13CC21C1C=CC3(I)O1,83.92091905019811,-3.03348693300184
CC1=CC=CC(C2C3C=CC2C24CC32C2CCC4C2)C=C1,84.14024898421646,-0.1123968839051449
O=CC1CC2CC1C13CC21C1C=CC3(C2=NCC=CS2)C1,81.97625533322501,-6.284403458551486
NC1C23C4C=CC(C4)C12C1(N)CCC3S1,83.21547426591817,-1.2022778940917165
C=C1C2CCC1C13SC21C1C=CC3(CBr)C1,86.05066773143544,-0.6702195261361601
N=C1C2C=CC1C13CC21C1CC(c2ccccc2C=CC=CC=Cc2ccccc2)C3C1,83.0798602688458,-5.436081350578264
