smiles,activation_energy,reaction_energy,activation_energy_evidential_total_uncal_var,reaction_energy_evidential_total_uncal_var
CC1=CC2OC1C13OC21C1(C(C)C=CC(C)CCC=COC2CC4CC2C25OC42C2C=CC5N2C)CC3CC1O,85.95057252606705,-11.57694163312801,1.9527003249886548,1.9122289168898874
CC1=CCCC12SCC13OC12CNC(OCOCCCOC1CC2CC1C14OC21C1C=CC4N1)S3,87.75775490783056,-9.077651123783694,2.1579884735065207,1.9194699435312828
CC1=CCCC12SNC13OC12CNC(OCOCCCOC1CC2CC1C14OC21C1C=CC4N1C)S3,89.52074848887717,-8.569399449907523,2.6345875600209183,2.635337505437647
CC1=CCCC12SN(C)C13OC21CNC(OCOCCOC1CC2CC1C14OC21C1C=CC4N1)S3,88.13670929856795,-10.629387061887995,2.0100482140060194,2.3324868872601883
CC1=CCCC12SN(C)C13OC21CNC(OCCOCCCOC1CC2OC1C14OC21C1C=CC4N1)S3,89.98740156331633,-9.454139352790197,2.8621001015153524,3.1792378558437377
CC1=CCCC12SN(C)C13OC21CNC(OCCOCOC1CC2CC1C14OC21C1C=CC4N1)S3,88.21626280638414,-10.634003402570636,1.9467900644103793,2.3344214740499893
CC1=CCCC12SNC13OC12CNC(OCOCCCOC1CC2CC1C14OC21C1C=CC4N1CCN)S3,89.91240246195242,-7.811120773330337,3.1790174562793254,3.1684653712648014
CC(CCC1SC23OC2(CC1Br)C1(C=CC=CC1)SC3C)OCCCOC1CC2CC1C13OC21C1C=CC3N1,87.01449594396445,-9.602565912539886,1.2749656195392163,1.611508356279984
CCN1CCC(C(C)=CC(CC=C(C)OC2C(O)C3CC2C24OC32C2C=CC4N2)CCCOC)C23OC2SC13,84.58847490615062,-14.283569847208007,4.147176329047397,4.866718894981318
CC1=CCCC12SN(C)C13OC21CNC(OCCOCCCOC1CC2CC1C14OC21C1C=CC4N1)S3,88.26305779887102,-11.007515363377921,2.1870811145308835,2.619171877821941
CC1=CCCC12SN(C)C13OC21CNC(OCCSCCCOC1CC2CC1C14OC21C1C=CC4N1)S3,88.58506723007596,-10.827622472098401,2.2137743498187774,2.6167008828678178
COCCCC(C=C(CCCC1CCNC2SC3OC123)OC)CC=C(C)OC1C(O)C2CC1C13OC21C1C=CC3N1,85.5759674520504,-11.673023803288535,4.620113662734184,4.616284903089877
CCCN1CCC(CC(=CC(CC=C(C)OC2C(O)C3CC2C24OC32C2C=CC4N2)CCCOC)OC)C23OC2SC13,84.94646596685827,-12.922589856037217,4.591649042847166,4.7825356111580675
C=C1C2CC(Oc3ccccc3)C1C13OC21C1C=CC3C1,86.98581791524202,-5.270328994872834,1.7928744832597658,0.9701950482914334
COc1ccccc1OC1CC2CC1C13OC21C1C=CC3C1,86.43305489072236,-5.677347679619517,1.963047636065312,1.0517068829064016
COc1cccc(N2C3CC(OC)C2C24OC32C2C=CC4C2)c1,86.67082433464766,-6.627167318113246,2.3578496707932572,2.122842056210196
BrCC=Cc1ccccc1OC1CC2CC1C13OC21C1C=CC3C1,86.31760011771836,-5.4876860123226106,1.7271683075096007,1.028171845339429
C=C1C2C=CC1C13OC21C1CC(Oc2ccccc2N)C3C1,86.59531696343406,-5.1944077551515875,1.7430313705399385,0.911364497341733
C1=CC2NC1C13OC21C1CC3CC1Oc1ccccc1,85.65465146390217,-7.312844231503471,1.3694186920874927,0.9332298237936456
CCc1cccc(OC2CC3CC2C24OC32C2C=CC4N2)c1,85.58421457580971,-7.416302417530634,1.4305479920958533,0.9587881924381989
Cc1ccc(C=C2C3CC(O)C2C24NC32C2C=CC4C2)cc1,85.45207736502289,-6.084642762915475,1.990858086517619,1.5780649277687644
O=C1C23C4CC(O)C(C4)C12C1C=C(Sc2ccccc2)C3C1,88.18313066587439,-3.4773262178349116,3.000522793390701,1.7114379296834628
CC1CC23CC(=CCC2=C(OC2CC4CC2C25OC42C2C=CC5N2)S3)O1,86.3118945268974,-6.911451577266607,2.5850963592874905,1.7662769023332956
CC12SC1(C=COC1CC3CC1C14OC31C1C=CC4S1)C1C=C(S)C2O1,89.22006067477889,-7.826397585155222,1.7965534620916515,1.461642686706007
CNc1ccc(OC2CC3CC2C24OC32C2C=CC4C2)c(OC)c1,86.40966933431999,-5.99570654589149,2.1483181729590797,1.2793269208969988
Oc1ccccc1OC1CC2CC1C13OC21C1C=CC3C1,86.50026499084419,-5.646941145256205,1.979314918208729,1.0525067906109307
Cc1cccc(N2C3CC(O)C2C24OC32C2C=CC4C2)c1,87.07233877954508,-5.14670341294325,2.113514283065342,1.5819043673120206
CC12C=CN(C1)C13OC21NCC3=CC=COC1CC2CC1C13OC21C1C=CC3N1,87.19944279625285,-7.149254544322462,1.3697690002500167,1.1556593198804066
BrCCc1ccccc1OC1CC2CC1C13OC21C1C=CC3C1,86.43253229306339,-5.163779239887104,1.6700760849262224,0.9696870738391539
BrC1C=CC2C(C1)CC21CC=C(OC2CC3CC2C24OC32C2C=CC4N2)C=N1,85.69702063284056,-7.840077427584291,1.0106654743076433,0.7014519241451822
CCOC1CC2N(c3cccc(OC)c3)C1C13OC21C1C=CC3C1,87.03709089919838,-6.816298817432594,2.599050036834342,2.4038803731916545
NC12SC1(CC=COC1CC3CC1C14OC31C1C=CC4S1)C1C=C(S)C2O1,89.19855830684746,-7.99492580859873,2.111216685368163,1.744347631546617
Cc1ccccc1OC1CC2CC1C13OC21C1C=CC3N1C,86.28531552223444,-6.2849455049652025,1.4389154502223391,1.0428134724295575
CCc1ccccc1OC1CC2CC1C13OC21C1C=CC3N1,85.41756158062341,-7.399307408876043,1.484941829334275,1.0343110608120725
CCc1cccc(OC2CC3CC2C24OC32C2C=CC4C2)c1,86.55032249897998,-5.492945127799182,1.5030959408531999,0.8218335120508087
C=C1C2CC(Oc3ccccc3C)C1C13OC21C1C=CC3C1,86.56820636030885,-5.482545430336957,1.920066989398947,1.1409706894402944
CC1CC23CC(CC=CCC2=C(OC2CC4CC2C25OC42C2C=CC5N2)S3)O1,86.01939193307474,-6.983738149125447,1.8695439202474518,1.1737659379513303
C=C1OC(=CC=COC2CC3CC2C24OC32C2NC4C=C2C)C23OC12C1C=CC3(C)S1,88.3093072324661,-6.575349863770072,1.258798842741271,0.8223630417546275
CCc1cccc(OC2CC3CC2C24OC32C2C=CC4C2)c1CBr,86.23319572801171,-5.284678551525586,1.9213263437231944,1.0578161972946099
CC=CCc1cccc(OC2CC3CC2C24OC32C2C=CC4C2)c1,86.41667397984895,-5.576060811630523,1.8000430284610047,1.0903421097481036
CSC1=C(O)C2OC1C13OC21C1CC3CC1C1=CC=CC23C=CC(C12)C12OC31C1(C)CC=C2CC1,91.19467342722704,-0.4179064043200384,2.834061839443166,2.0808374596901467
C=C1C2CC(Oc3ccccc3-c3ccc(NC)cc3)C1C13OC21C1C=CC3C1,86.4981395154445,-5.943383169057535,2.1875001539474397,1.3235086751045344
OC1CC2C(=Cc3ccccc3)C1C13NC21C1C=CC3C1,85.49393881518117,-6.043167355654852,1.962700880751072,1.5201012024884477
BrCC=Cc1cccc(OC2CC3CC2C24OC32C2C=CC4C2)c1,86.4696297466362,-5.442208483377737,1.6897304852727757,0.9807823892935481
C=C1C2CC(Oc3ccccc3NCC)C1C13OC21C1C=CC3C1,86.69786035968866,-5.79692749798865,2.1350601900930997,1.3694045403454993
CCc1ccccc1OC1CC2CC1C13OC21C1C=CC3N1CC,86.51894239237932,-5.816108910762074,1.8806534678060416,1.1983132824661666
CC12SC1(CC=COC1CC3CC1C14OC31C1C=C(O)C4S1)C1OC2C=C1S,96.21098714266277,-0.5747618401997241,3.362653039781435,3.1367644612751686
CCC1CC23CC(CC=COC2=C(OC2CC4CC2C25OC42C2C=CC5N2)S3)O1,85.95204443293574,-6.662938031729169,2.4608437355072965,1.499685769030549
CC1C2CC(Oc3ccccc3)C1C13OC21C1C=CC3N1C,85.1457284130504,-7.5388321034578265,1.9257465694599887,2.1911651637750893
OC1CC(Br)C2CC3(C=C(OC4CC5CC4C46OC54C4C=CC6N4)CN23)C1,88.8489663732604,-6.995228354704112,1.6009380829937072,1.0969148304835485
C=CCc1cccc(OC2CC3CC2C24OC32C2C=CC4C2)c1,86.50689527643324,-5.476775004483656,1.7216239247400154,0.9621557822575291
CC1C=CN2CC(OC3CC4CC3C35OC43C3C=CC5N3)=CC=CC3CN(C)C14OC324,87.10235149880886,-7.3508088922785575,1.2893004460456723,0.9190488414745133
CCCc1cccc(OC2CC3CC2C24OC32C2C=CC4N2)c1,85.56466299421866,-7.361360528124594,1.475349028411074,0.991131258593029
C=C(CCl)C12C=CC(O1)C1(C)OC21C1C=C(OC2CC3CC2C24OC32C2C=CC4N2)C=CC=N1,84.84065031939204,-9.662205499706424,1.3410374911409235,1.023889379099316
C=C1NC(=CC=COC2CC3CC2C24OC32C2NC4C=C2C)C23OC12C1C=CC3(C)S1,88.44567638215149,-6.192416106800632,1.1127296775885043,0.715515253185707
CCCc1ccccc1OC1CC2CC1C13OC21C1C=CC3N1C,86.33150488924447,-6.229780557080799,1.5634990775452025,1.0816347481511528
OC1CC2CC1C(Br)C21CC=C(OC2CC3CC2C24OC32C2C=CC4N2)C=N1,86.83856238585209,-10.647538849656224,1.7838116734710638,1.573973444927816
CNCOc1ccccc1OC1CC2CC1C13OC21C1C=CC3C1,86.32114055612931,-5.752657394285347,2.34896030193795,1.309146175895826
C=CCCc1ccccc1OC1CC2CC1C13OC21C1C=CC3C1,86.2545368162438,-5.528429744671117,1.9095711362879229,1.091784434859246
CSC1=C(O)C2OC1C13OC21C1CC3CC1C1=CC=CC23C=CC(C12)C12OC31C1(C)CC=C2C1,90.96999500873673,-1.5994584450945737,2.861545207870222,2.43233672205169
CC12C=CN(C1)C13OC21NCC3C=CC=COC1CC2CC1C13OC21C1C=CC3N1,86.42528646274488,-8.219113587856926,1.2779261885252708,1.3342619335786594
COCc1cccc(N2C3CC(O)C2C24OC32C2C=CC4C2)c1,87.26567584999572,-5.407061686954917,2.490290257827837,1.859348413660939
OC1=CC2NC1C13OC21C1CC3CC1OC=CC=CSC1=CC2OC1C13CC=CCC21S3,94.47833986167035,-2.6917170856808728,3.6357807177737413,2.989836830558586
C=C1C2CC(OCC=CCc3ccccc3CCC3CC4SC3C35CC43C3C4=CC5C3=CC4C)C1C13OC21C1C=CC3C1,87.86628843050322,-6.588798027103255,1.636845469232867,1.018628233758676
CCOc1cccc(N2C3CC(O)C2C24OC32C2C=CC4C2)c1,87.37354184370784,-5.387210021169212,2.65528952594741,1.971648935722321
CCOC1CC2N(c3ccccc3C)C1C13OC21C1C=CC3C1,86.49475447865727,-6.7090303184610285,2.2402733481594623,2.1861335965628967
BrC1C2SC(N1CC=COC1CC3CC1C14OC31C1C=CC4N1)C13CC=CCC21N3,87.3807446905985,-8.96453946249849,1.07565381578479,1.635370197549065
C=C1C=CC23C=CC(C2C1C1CC2CC1C14OC21C1OC4C(O)=C1SC)C12OC31C1(C)CC(=C)C12,93.45940852025882,3.721659341329429,3.132646902820852,3.1008788763301194
CN1CC(C=CC=COC2CC3CC2C24OC32C2C=CC4N2)C23OC12C1(C)C=CN3C1,86.2741131959663,-8.74604182959293,1.1022482708058305,1.2806743143911632
C1=CCC2CC3SC(OC4CC5CC4C46OC54C4C=CC6N4)=C(C1)C3CO2,87.11863652357401,-6.158774146923868,1.603748558107327,1.0393298396002777
CC1=CC2NC1C13OC21C1CC(OC=CCN2C(Br)C4SC2C25C=CC42N5)C3C1,87.76288867210936,-6.93756127258416,1.3633079625988103,1.7545608547952867
OC1CC(CBr)C2CC13CC=C(OC1CC4CC1C15OC41C1C=CC5N1)CN23,87.26291939991816,-6.591459642762949,1.760683123860872,0.9161280461279162
CC1CC23OC24C1CC(=CC=COC1CC2CC1C15OC21C1C=CC5N1)C3(C)C=CN4C,86.4223387915204,-7.6486151288026285,0.9313603302853153,0.7718829459795415
CCOCc1cccc(N2C3CC(O)C2C24OC32C2C=CC4C2)c1,87.41450027450178,-5.470375273551301,2.61601101346605,1.9814123722726364
