smiles,activation_energy,reaction_energy
CC1=CC2OC1C13OC21C1(C(C)C=CC(C)CCC=COC2CC4CC2C25OC42C2C=CC5N2C)CC3CC1O,10000.0,10000.0
CC1=CCCC12SCC13OC12CNC(OCOCCCOC1CC2CC1C14OC21C1C=CC4N1)S3,10000.0,10000.0
CC1=CCCC12SNC13OC12CNC(OCOCCCOC1CC2CC1C14OC21C1C=CC4N1C)S3,10000.0,10000.0
CC1=CCCC12SN(C)C13OC21CNC(OCOCCOC1CC2CC1C14OC21C1C=CC4N1)S3,10000.0,10000.0
CC1=CCCC12SN(C)C13OC21CNC(OCCOCCCOC1CC2OC1C14OC21C1C=CC4N1)S3,10000.0,10000.0
CC1=CCCC12SN(C)C13OC21CNC(OCCOCOC1CC2CC1C14OC21C1C=CC4N1)S3,10000.0,10000.0
CC1=CCCC12SNC13OC12CNC(OCOCCCOC1CC2CC1C14OC21C1C=CC4N1CCN)S3,10000.0,10000.0
CC(CCC1SC23OC2(CC1Br)C1(C=CC=CC1)SC3C)OCCCOC1CC2CC1C13OC21C1C=CC3N1,10000.0,10000.0
CCN1CCC(C(C)=CC(CC=C(C)OC2C(O)C3CC2C24OC32C2C=CC4N2)CCCOC)C23OC2SC13,10000.0,10000.0
CC1=CCCC12SN(C)C13OC21CNC(OCCOCCCOC1CC2CC1C14OC21C1C=CC4N1)S3,10000.0,10000.0
CC1=CCCC12SN(C)C13OC21CNC(OCCSCCCOC1CC2CC1C14OC21C1C=CC4N1)S3,10000.0,10000.0
COCCCC(C=C(CCCC1CCNC2SC3OC123)OC)CC=C(C)OC1C(O)C2CC1C13OC21C1C=CC3N1,10000.0,10000.0
CCCN1CCC(CC(=CC(CC=C(C)OC2C(O)C3CC2C24OC32C2C=CC4N2)CCCOC)OC)C23OC2SC13,10000.0,10000.0
C=C1C2CC(Oc3ccccc3)C1C13OC21C1C=CC3C1,87.01974320329852,-5.991378068475995
COc1ccccc1OC1CC2CC1C13OC21C1C=CC3C1,87.14726403369352,-7.197653351565874
COc1cccc(N2C3CC(OC)C2C24OC32C2C=CC4C2)c1,86.99996463649228,-8.007406743962196
BrCC=Cc1ccccc1OC1CC2CC1C13OC21C1C=CC3C1,86.46986303750084,-6.361810868578884
C=C1C2C=CC1C13OC21C1CC(Oc2ccccc2N)C3C1,86.79781907236803,-6.094471498569996
C1=CC2NC1C13OC21C1CC3CC1Oc1ccccc1,87.00491396453185,-6.732785987924711
CCc1cccc(OC2CC3CC2C24OC32C2C=CC4N2)c1,86.58205953396305,-7.015232018021877
Cc1ccc(C=C2C3CC(O)C2C24NC32C2C=CC4C2)cc1,86.34479155124612,-6.292226630091507
O=C1C23C4CC(O)C(C4)C12C1C=C(Sc2ccccc2)C3C1,89.57065906741148,-2.142924297239638
CC1CC23CC(=CCC2=C(OC2CC4CC2C25OC42C2C=CC5N2)S3)O1,84.8256583983441,-8.078868992472934
CC12SC1(C=COC1CC3CC1C14OC31C1C=CC4S1)C1C=C(S)C2O1,88.03734658585682,-6.765408048531231
CNc1ccc(OC2CC3CC2C24OC32C2C=CC4C2)c(OC)c1,84.75123142500718,-8.936665068036657
Oc1ccccc1OC1CC2CC1C13OC21C1C=CC3C1,87.32701569409824,-4.924347670506811
Cc1cccc(N2C3CC(O)C2C24OC32C2C=CC4C2)c1,89.11143620395138,-4.709137243412797
CC12C=CN(C1)C13OC21NCC3=CC=COC1CC2CC1C13OC21C1C=CC3N1,86.5888136898748,-6.851043288917933
BrCCc1ccccc1OC1CC2CC1C13OC21C1C=CC3C1,87.33356452819808,-5.291031313893099
BrC1C=CC2C(C1)CC21CC=C(OC2CC3CC2C24OC32C2C=CC4N2)C=N1,84.95489464934383,-6.744343429129509
CCOC1CC2N(c3cccc(OC)c3)C1C13OC21C1C=CC3C1,85.0738044289135,-8.907639221583816
NC12SC1(CC=COC1CC3CC1C14OC31C1C=CC4S1)C1C=C(S)C2O1,87.42488668341045,-8.234861209180805
Cc1ccccc1OC1CC2CC1C13OC21C1C=CC3N1C,86.90165440057689,-6.750803391355326
CCc1ccccc1OC1CC2CC1C13OC21C1C=CC3N1,86.74881523837178,-7.37344886307962
CCc1cccc(OC2CC3CC2C24OC32C2C=CC4C2)c1,87.35802561236773,-5.125565547947788
C=C1C2CC(Oc3ccccc3C)C1C13OC21C1C=CC3C1,87.07562174354656,-6.142377052129173
CC1CC23CC(CC=CCC2=C(OC2CC4CC2C25OC42C2C=CC5N2)S3)O1,83.29526672019796,-11.762938113105175
C=C1OC(=CC=COC2CC3CC2C24OC32C2NC4C=C2C)C23OC12C1C=CC3(C)S1,86.66472905481312,-5.283064307133137
CCc1cccc(OC2CC3CC2C24OC32C2C=CC4C2)c1CBr,85.75974294211134,-5.410773855596266
CC=CCc1cccc(OC2CC3CC2C24OC32C2C=CC4C2)c1,88.0972097825424,-5.142556570161295
CSC1=C(O)C2OC1C13OC21C1CC3CC1C1=CC=CC23C=CC(C12)C12OC31C1(C)CC=C2CC1,91.17740980617904,-5.990619479079811
C=C1C2CC(Oc3ccccc3-c3ccc(NC)cc3)C1C13OC21C1C=CC3C1,86.04326347761773,-8.870618117500902
OC1CC2C(=Cc3ccccc3)C1C13NC21C1C=CC3C1,85.66809022267118,-6.5587441194703135
BrCC=Cc1cccc(OC2CC3CC2C24OC32C2C=CC4C2)c1,86.74905115568052,-4.925429703979326
C=C1C2CC(Oc3ccccc3NCC)C1C13OC21C1C=CC3C1,85.55701598891481,-7.173787374311631
CCc1ccccc1OC1CC2CC1C13OC21C1C=CC3N1CC,86.85636890060728,-6.629457027670652
CC12SC1(CC=COC1CC3CC1C14OC31C1C=C(O)C4S1)C1OC2C=C1S,87.92562853285784,-1.3476832178444502
CCC1CC23CC(CC=COC2=C(OC2CC4CC2C25OC42C2C=CC5N2)S3)O1,10000.0,10000.0
CC1C2CC(Oc3ccccc3)C1C13OC21C1C=CC3N1C,86.13582871162703,-7.410447963970995
OC1CC(Br)C2CC3(C=C(OC4CC5CC4C46OC54C4C=CC6N4)CN23)C1,85.26758939081373,-5.855529568161049
C=CCc1cccc(OC2CC3CC2C24OC32C2C=CC4C2)c1,86.76445387779286,-5.11642620744591
CC1C=CN2CC(OC3CC4CC3C35OC43C3C=CC5N3)=CC=CC3CN(C)C14OC324,86.28818004398848,-9.084840370326654
